domain,source
wiki-test.vicepremier.gov.sk,swh_gov_domains
wiki.finance.gov.sk,swh_gov_domains
wiki.vicepremier.gov.sk,swh_gov_domains
wt.culture.gov.sk,swh_gov_domains
www1.finance.gov.sk,swh_gov_domains
xmail.culture.gov.sk,swh_gov_domains
xmail.uszz.gov.sk,swh_gov_domains
zabbix.gov.sk,swh_gov_domains
zastavmenasilie.gov.sk,swh_gov_domains
zbx-checker.gov.sk,swh_gov_domains
zmail.nases.gov.sk,swh_gov_domains
zmluvy.gov.sk,swh_gov_domains
